YEAR,Rk,TEAM,GP,W,L,T,PTS,PTS%,GF,GA,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,PO,AvAge,OL,SOW,SOL
1990,1.0,Boston Bruins,80,46,25,9.0,101,0.631,289,232,0.64,-0.08,3.61,2.9,83,352,23.58,53,316,83.23,5,3,18.2,19.8,2611,11.1,2147,0.892,5,YES,,,,
1990,2.0,Calgary Flames,80,42,23,15.0,99,0.619,348,265,1.0,-0.04,4.35,3.31,99,357,27.73,76,366,79.23,11,6,21.9,20.3,2748,12.7,2027,0.869,2,YES,,,,
1990,3.0,Buffalo Sabres,80,45,27,8.0,98,0.613,286,248,0.42,-0.05,3.58,3.1,79,358,22.07,58,351,83.48,7,7,18.1,19.0,2416,11.8,2524,0.902,1,YES,,,,
1990,4.0,Montreal Canadiens,80,41,28,11.0,93,0.581,288,234,0.6,-0.07,3.6,2.93,54,340,15.88,57,295,80.68,4,7,19.9,20.7,2488,11.6,2300,0.898,4,YES,,,,
1990,5.0,Edmonton Oilers,80,38,28,14.0,90,0.563,315,283,0.42,0.02,3.94,3.54,84,407,20.64,82,417,80.34,22,6,25.6,25.7,2252,14.0,2325,0.878,2,YES,,,,
1990,6.0,Chicago Blackhawks,80,41,33,6.0,88,0.55,316,294,0.23,-0.05,3.95,3.68,80,349,22.92,75,379,80.21,11,9,30.3,29.9,2640,12.0,2188,0.866,2,YES,,,,
1990,7.0,Winnipeg Jets,80,37,32,11.0,85,0.531,298,290,0.15,0.05,3.73,3.63,65,347,18.73,57,333,82.88,14,7,20.5,20.3,2430,12.3,2378,0.878,2,YES,,,,
1990,8.0,Hartford Whalers,80,38,33,9.0,85,0.531,275,268,0.07,-0.02,3.44,3.35,80,398,20.1,74,401,81.55,12,10,26.3,27.4,2264,12.1,2131,0.874,4,YES,,,,
1990,9.0,New York Rangers,80,36,31,13.0,85,0.531,279,267,0.12,-0.03,3.49,3.34,103,442,23.3,77,362,78.73,7,8,25.3,29.4,2385,11.7,2403,0.889,1,YES,,,,
1990,10.0,New Jersey Devils,80,37,34,9.0,83,0.519,295,288,0.06,-0.03,3.69,3.6,64,337,18.99,67,340,80.29,10,12,20.7,20.3,2464,12.0,2457,0.883,0,YES,,,,
1990,11.0,St. Louis Blues,80,37,34,9.0,83,0.519,295,279,0.16,-0.04,3.69,3.49,79,351,22.51,67,351,80.91,9,12,22.6,22.0,2333,12.6,2360,0.882,2,YES,,,,
1990,12.0,Toronto Maple Leafs,80,38,38,4.0,80,0.5,337,358,-0.26,0.0,4.21,4.48,81,348,23.28,89,408,78.19,16,17,30.2,29.8,2435,13.8,2798,0.872,0,YES,,,,
1990,13.0,Washington Capitals,80,36,38,6.0,78,0.488,284,275,0.08,-0.03,3.55,3.44,70,412,16.99,71,370,80.81,9,15,27.6,29.6,2421,11.7,2324,0.882,3,YES,,,,
1990,14.0,Minnesota North Stars,80,36,40,4.0,76,0.475,284,291,-0.1,-0.02,3.55,3.64,81,386,20.98,74,397,81.36,14,16,25.5,25.6,2571,11.0,2426,0.88,3,YES,,,,
1990,15.0,Los Angeles Kings,80,34,39,7.0,75,0.469,338,337,0.07,0.06,4.23,4.21,76,343,22.16,88,366,75.96,11,14,23.1,22.4,2371,14.3,2483,0.864,2,YES,,,,
1990,16.0,New York Islanders,80,31,38,11.0,73,0.456,281,288,-0.1,-0.01,3.51,3.6,78,330,23.64,87,371,76.55,10,8,22.2,21.2,2359,11.9,2682,0.893,5,YES,,,,
1990,17.0,Pittsburgh Penguins,80,32,40,8.0,72,0.45,318,359,-0.49,0.02,3.98,4.49,86,403,21.34,94,372,74.73,7,21,26.7,26.5,2320,13.7,2684,0.866,1,NO,,,,
1990,18.0,Philadelphia Flyers,80,30,39,11.0,71,0.444,290,297,-0.1,-0.01,3.63,3.71,65,338,19.23,77,406,81.03,14,13,25.8,22.9,2468,11.8,2543,0.883,1,NO,,,,
1990,19.0,Detroit Red Wings,80,28,38,14.0,70,0.438,288,323,-0.42,0.02,3.6,4.04,58,354,16.38,92,372,75.27,18,13,26.8,24.6,2262,12.7,2485,0.87,1,NO,,,,
1990,20.0,Vancouver Canucks,80,25,41,14.0,64,0.4,245,306,-0.64,0.13,3.06,3.83,64,374,17.11,86,342,74.85,8,8,20.6,23.0,2307,10.6,2427,0.874,0,NO,,,,
1990,21.0,Quebec Nordiques,80,12,61,7.0,31,0.194,240,407,-1.91,0.18,3.0,5.09,70,371,18.87,98,382,74.35,8,15,26.3,23.7,2301,10.4,2754,0.852,0,NO,,,,
1990,,League Average,80,35,35,10.0,80,0.5,295,295,,,,,76,367,20.77,76,367,79.23,11,11,24.0,24.0,2421,12.2,2421,0.878,2,NO,,,,
1991,1.0,Chicago Blackhawks,80,49,23,8.0,106,0.663,284,211,0.85,-0.06,3.55,2.64,87,393,22.14,68,425,84.0,20,10,30.2,28.4,2564,11.1,2214,0.905,4,YES,,,,
1991,2.0,St. Louis Blues,80,47,22,11.0,105,0.656,310,250,0.7,-0.05,3.88,3.13,70,348,20.11,55,339,83.78,10,18,24.8,25.6,2550,12.2,2345,0.893,3,YES,,,,
1991,3.0,Los Angeles Kings,80,46,24,10.0,102,0.638,340,254,1.04,-0.04,4.25,3.18,80,391,20.46,63,370,82.97,8,18,27.9,31.0,2410,14.1,2412,0.895,4,YES,,,,
1991,4.0,Boston Bruins,80,44,24,12.0,100,0.625,299,264,0.32,-0.12,3.74,3.3,74,351,21.08,64,368,82.61,11,8,21.2,23.5,2512,11.9,2240,0.882,5,YES,,,,
1991,5.0,Calgary Flames,80,46,26,8.0,100,0.625,344,263,0.98,-0.03,4.3,3.29,91,384,23.7,77,420,81.67,17,8,27.5,26.2,2604,13.2,2200,0.88,1,YES,,,,
1991,6.0,Montreal Canadiens,80,39,30,11.0,89,0.556,273,249,0.2,-0.1,3.41,3.11,66,357,18.49,54,282,80.85,6,10,17.8,19.9,2385,11.4,2316,0.892,2,YES,,,,
1991,7.0,Pittsburgh Penguins,80,41,33,6.0,88,0.55,342,305,0.42,-0.04,4.28,3.81,89,388,22.94,73,351,79.2,12,12,20.5,21.5,2416,14.2,2723,0.888,1,YES,,,,
1991,8.0,New York Rangers,80,36,31,13.0,85,0.531,297,265,0.36,-0.04,3.71,3.31,91,389,23.39,73,362,79.83,9,10,23.7,24.3,2444,12.2,2550,0.896,3,YES,,,,
1991,9.0,Buffalo Sabres,80,31,30,19.0,81,0.506,292,278,0.08,-0.09,3.65,3.48,73,400,18.25,62,368,83.15,15,8,21.6,22.3,2410,12.1,2432,0.886,3,YES,,,,
1991,10.0,Washington Capitals,80,37,36,7.0,81,0.506,258,258,0.0,0.0,3.23,3.23,64,340,18.82,44,314,85.99,13,15,23.0,25.4,2370,10.9,2112,0.878,5,YES,,,,
1991,11.0,Edmonton Oilers,80,37,37,6.0,80,0.5,272,272,0.06,0.06,3.4,3.4,63,361,17.45,80,388,79.38,13,4,22.8,21.4,2207,12.3,2428,0.888,1,YES,,,,
1991,12.0,New Jersey Devils,80,32,33,15.0,79,0.494,272,264,0.09,-0.01,3.4,3.3,69,347,19.88,80,394,79.7,8,13,25.3,23.1,2495,10.9,2236,0.882,1,YES,,,,
1991,13.0,Philadelphia Flyers,80,33,37,10.0,76,0.475,252,267,-0.18,0.01,3.15,3.34,68,338,20.12,72,376,80.85,2,16,24.3,23.6,2284,11.0,2294,0.884,1,NO,,,,
1991,14.0,Detroit Red Wings,80,34,38,8.0,76,0.475,273,298,-0.27,0.05,3.41,3.73,57,347,16.43,89,399,77.69,17,5,24.3,22.2,2310,11.8,2353,0.873,2,YES,,,,
1991,15.0,Hartford Whalers,80,31,38,11.0,73,0.456,238,276,-0.51,-0.03,2.98,3.45,73,403,18.11,72,369,80.49,5,9,27.6,27.3,2313,10.3,2161,0.872,2,YES,,,,
1991,16.0,Minnesota North Stars,80,27,39,14.0,68,0.425,256,266,-0.1,0.03,3.2,3.33,76,382,19.9,75,378,80.16,9,7,24.6,23.4,2565,10.0,2266,0.883,5,YES,,,,
1991,17.0,Vancouver Canucks,80,28,43,9.0,65,0.406,243,315,-0.76,0.14,3.04,3.94,65,391,16.62,76,339,77.58,10,16,25.8,26.8,2398,10.1,2371,0.867,1,YES,,,,
1991,18.0,Winnipeg Jets,80,26,43,11.0,63,0.394,260,288,-0.26,0.09,3.25,3.6,74,381,19.42,57,351,83.76,8,12,20.9,21.8,2304,11.3,2498,0.885,5,NO,,,,
1991,19.0,New York Islanders,80,25,45,10.0,60,0.375,223,290,-0.77,0.06,2.79,3.63,51,317,16.09,78,353,77.9,9,12,21.5,20.3,2168,10.3,2495,0.884,0,NO,,,,
1991,20.0,Toronto Maple Leafs,80,23,46,11.0,57,0.356,241,318,-0.86,0.11,3.01,3.98,61,346,17.63,83,368,77.45,16,6,24.5,23.7,2343,10.3,2573,0.876,2,NO,,,,
1991,21.0,Quebec Nordiques,80,16,50,14.0,46,0.288,236,354,-1.42,0.06,2.95,4.43,51,328,15.55,98,368,73.37,10,11,21.7,20.1,2030,11.6,2863,0.876,0,NO,,,,
1991,,League Average,80,35,35,11.0,80,0.5,276,276,,,,,71,366,19.44,71,366,80.56,11,11,23.9,23.9,2385,11.6,2385,0.884,2,NO,,,,
1992,1.0,New York Rangers,80,50,25,5.0,105,0.656,321,246,1.02,0.08,4.01,3.08,81,387,20.93,60,395,84.81,14,12,22.4,24.1,2632,12.2,2543,0.903,5,YES,,,,
1992,2.0,Washington Capitals,80,45,27,8.0,98,0.613,330,275,0.78,0.09,4.13,3.44,92,412,22.33,60,368,83.7,14,15,21.9,24.2,2481,13.3,2270,0.879,2,YES,,,,
1992,3.0,Detroit Red Wings,80,43,25,12.0,98,0.613,320,256,0.74,-0.06,4.0,3.2,72,386,18.65,78,419,81.38,18,7,25.6,23.9,2478,12.9,2238,0.886,3,YES,,,,
1992,4.0,Vancouver Canucks,80,42,26,12.0,96,0.6,285,250,0.31,-0.13,3.56,3.13,85,439,19.36,76,382,80.1,12,7,25.7,28.4,2669,10.7,2299,0.891,5,YES,,,,
1992,5.0,Montreal Canadiens,80,41,28,11.0,93,0.581,267,207,0.64,-0.12,3.34,2.59,74,379,19.53,60,320,81.25,4,5,19.3,22.0,2443,10.9,2227,0.907,7,YES,,,,
1992,6.0,Chicago Blackhawks,80,36,29,15.0,87,0.544,257,236,0.22,-0.04,3.21,2.95,81,467,17.34,76,482,84.23,11,10,33.0,31.8,2646,9.7,2028,0.884,6,YES,,,,
1992,7.0,New Jersey Devils,80,38,31,11.0,87,0.544,289,259,0.48,0.1,3.61,3.24,59,338,17.46,68,374,81.82,15,10,20.0,20.4,2495,11.6,2290,0.887,3,YES,,,,
1992,8.0,Pittsburgh Penguins,80,39,32,9.0,87,0.544,343,308,0.52,0.08,4.29,3.85,92,423,21.75,77,383,79.9,16,14,23.7,24.1,2542,13.5,2518,0.878,1,YES,,,,
1992,9.0,Los Angeles Kings,80,35,31,14.0,84,0.525,287,296,-0.19,-0.08,3.59,3.7,79,411,19.22,76,417,81.77,11,12,26.9,25.6,2419,11.9,2663,0.889,1,YES,,,,
1992,10.0,Boston Bruins,80,36,32,12.0,84,0.525,270,275,-0.09,-0.03,3.38,3.44,77,406,18.97,72,363,80.17,7,14,21.8,23.7,2664,10.1,2339,0.882,1,YES,,,,
1992,11.0,St. Louis Blues,80,36,33,11.0,83,0.519,279,266,0.16,-0.01,3.49,3.33,69,359,19.22,64,389,83.55,16,12,25.4,24.3,2376,11.7,2707,0.902,2,YES,,,,
1992,12.0,Edmonton Oilers,80,36,34,10.0,82,0.513,295,297,-0.12,-0.1,3.69,3.71,68,366,18.58,93,423,78.01,12,15,23.5,20.5,2217,13.3,2485,0.88,1,YES,,,,
1992,13.0,Winnipeg Jets,80,33,32,15.0,81,0.506,251,244,-0.02,-0.11,3.14,3.05,91,435,20.92,68,428,84.11,7,6,23.6,26.9,2330,10.8,2499,0.902,7,YES,,,,
1992,14.0,New York Islanders,80,34,35,11.0,79,0.494,291,299,0.04,0.14,3.64,3.74,75,339,22.12,90,383,76.5,11,8,21.4,20.5,2226,13.1,2630,0.886,1,NO,,,,
1992,15.0,Philadelphia Flyers,80,32,37,11.0,75,0.469,252,273,-0.13,0.13,3.15,3.41,68,411,16.55,76,392,80.61,15,12,22.9,22.8,2324,10.8,2295,0.881,4,NO,,,,
1992,16.0,Calgary Flames,80,31,37,12.0,74,0.463,296,305,-0.19,-0.08,3.7,3.81,87,414,21.01,107,489,78.12,10,10,32.8,29.3,2472,12.0,2470,0.877,0,NO,,,,
1992,17.0,Buffalo Sabres,80,31,37,12.0,74,0.463,289,299,-0.16,-0.03,3.61,3.74,105,466,22.53,91,424,78.54,8,11,33.7,34.5,2600,11.1,2580,0.884,1,YES,,,,
1992,18.0,Minnesota North Stars,80,32,42,6.0,70,0.438,246,278,-0.37,0.04,3.08,3.48,76,446,17.04,77,417,81.53,9,22,26.9,26.3,2458,10.0,2284,0.878,3,YES,,,,
1992,19.0,Toronto Maple Leafs,80,30,43,7.0,67,0.419,234,294,-0.68,0.07,2.93,3.68,66,377,17.51,69,362,80.94,7,5,21.5,23.2,2425,9.6,2490,0.882,3,NO,,,,
1992,20.0,Hartford Whalers,80,26,41,13.0,65,0.406,247,283,-0.45,0.0,3.09,3.54,73,414,17.63,86,396,78.28,10,11,22.2,21.2,2270,10.9,2393,0.882,5,YES,,,,
1992,21.0,Quebec Nordiques,80,20,48,12.0,52,0.325,255,318,-0.76,0.03,3.19,3.98,66,385,17.14,87,421,79.33,11,14,25.2,23.0,2182,11.7,2541,0.875,3,NO,,,,
1992,22.0,San Jose Sharks,80,17,58,5.0,39,0.244,219,359,-1.72,0.03,2.74,4.49,64,374,17.11,89,407,78.13,11,17,23.6,22.5,2340,9.4,2900,0.876,0,NO,,,,
1992,,League Average,80,35,35,11.0,80,0.5,278,278,,,,,77,402,19.24,77,402,80.76,11,11,24.7,24.7,2440,11.4,2440,0.886,3,NO,,,,
1993,1.0,Pittsburgh Penguins,84,56,21,7.0,119,0.708,367,268,1.23,0.05,4.37,3.19,105,440,23.86,72,429,83.22,20,19,21.0,20.8,2725,13.5,2581,0.896,5,YES,,,,
1993,2.0,Boston Bruins,84,51,26,7.0,109,0.649,332,268,0.74,-0.03,3.95,3.19,91,435,20.92,70,413,83.05,19,8,18.4,19.7,2893,11.5,2193,0.878,4,YES,,,,
1993,3.0,Chicago Blackhawks,84,47,25,12.0,106,0.631,279,230,0.58,-0.01,3.32,2.74,94,510,18.43,81,490,83.47,14,10,28.5,28.5,2707,10.3,2295,0.9,9,YES,,,,
1993,4.0,Quebec Nordiques,84,47,27,10.0,104,0.619,351,300,0.5,-0.11,4.18,3.57,101,464,21.77,85,438,80.59,21,16,21.8,20.5,2518,13.9,2547,0.882,0,YES,,,,
1993,5.0,Detroit Red Wings,84,47,28,9.0,103,0.613,369,280,0.99,-0.07,4.39,3.33,113,454,24.89,79,420,81.19,18,10,21.6,22.1,2765,13.3,2425,0.885,4,YES,,,,
1993,6.0,Montreal Canadiens,84,48,30,6.0,102,0.607,326,280,0.49,-0.06,3.88,3.33,79,430,18.37,77,427,81.97,8,13,21.2,21.6,2669,12.2,2521,0.889,3,YES,,,,
1993,7.0,Vancouver Canucks,84,46,29,9.0,101,0.601,346,278,0.6,-0.21,4.12,3.31,79,457,17.29,97,452,78.54,18,11,27.5,26.9,2662,13.0,2473,0.888,4,YES,,,,
1993,8.0,Toronto Maple Leafs,84,44,29,11.0,99,0.589,288,241,0.47,-0.09,3.43,2.87,98,466,21.03,69,393,82.44,10,11,21.5,25.1,2551,11.3,2440,0.901,5,YES,,,,
1993,9.0,Calgary Flames,84,43,30,11.0,97,0.577,322,282,0.25,-0.22,3.83,3.36,85,447,19.02,83,492,83.13,15,9,23.1,22.6,2637,12.2,2476,0.886,3,YES,,,,
1993,10.0,Washington Capitals,84,43,34,7.0,93,0.554,325,286,0.57,0.11,3.87,3.4,97,445,21.8,74,433,82.91,10,8,20.2,21.8,2705,12.0,2386,0.88,3,YES,,,,
1993,11.0,Los Angeles Kings,84,39,35,10.0,88,0.524,338,340,-0.13,-0.1,4.02,4.05,102,507,20.12,114,529,78.45,16,16,26.5,26.9,2855,11.8,2888,0.882,2,YES,,,,
1993,12.0,Winnipeg Jets,84,40,37,7.0,87,0.518,322,320,-0.2,-0.23,3.83,3.81,98,468,20.94,80,437,81.69,3,14,21.9,24.5,2577,12.5,2749,0.884,2,YES,,,,
1993,13.0,New Jersey Devils,84,40,37,7.0,87,0.518,308,299,0.26,0.15,3.67,3.56,77,400,19.25,79,425,81.41,8,19,21.4,20.3,2774,11.1,2504,0.881,4,YES,,,,
1993,14.0,New York Islanders,84,40,37,7.0,87,0.518,335,297,0.56,0.11,3.99,3.54,90,416,21.63,77,375,79.47,12,8,20.2,21.5,2606,12.9,2471,0.88,1,YES,,,,
1993,15.0,Buffalo Sabres,84,38,36,10.0,86,0.512,335,297,0.41,-0.04,3.99,3.54,95,467,20.34,72,437,83.52,13,17,22.1,22.9,2671,12.5,2678,0.889,0,YES,,,,
1993,16.0,St. Louis Blues,84,37,36,11.0,85,0.506,282,278,0.06,0.01,3.36,3.31,93,425,21.88,70,429,83.68,14,15,22.3,23.0,2439,11.6,2840,0.902,2,YES,,,,
1993,17.0,Philadelphia Flyers,84,36,37,11.0,83,0.494,319,319,0.2,0.2,3.8,3.8,72,399,18.05,95,421,77.43,15,11,22.3,20.9,2500,12.8,2671,0.881,6,NO,,,,
1993,18.0,Minnesota North Stars,84,36,38,10.0,82,0.488,272,293,-0.21,0.04,3.24,3.49,85,445,19.1,81,455,82.2,9,17,22.3,20.8,2673,10.2,2489,0.882,4,NO,,,,
1993,19.0,New York Rangers,84,34,39,11.0,79,0.47,304,308,0.1,0.15,3.62,3.67,77,420,18.33,84,446,81.17,12,18,19.6,18.2,2794,10.9,2829,0.891,5,NO,,,,
1993,20.0,Edmonton Oilers,84,26,50,8.0,60,0.357,242,337,-1.19,-0.06,2.88,4.01,66,416,15.87,106,464,77.16,17,10,24.0,21.6,2347,10.3,2836,0.881,1,NO,,,,
1993,21.0,Hartford Whalers,84,26,52,6.0,58,0.345,284,369,-0.93,0.08,3.38,4.39,78,444,17.57,107,493,78.3,12,14,27.7,26.5,2192,13.0,2865,0.871,0,NO,,,,
1993,22.0,Tampa Bay Lightning,84,23,54,7.0,53,0.315,245,332,-0.96,0.08,2.92,3.95,74,424,17.45,101,395,74.43,8,12,19.3,20.5,2539,9.6,2554,0.87,1,NO,,,,
1993,23.0,Ottawa Senators,84,10,70,4.0,24,0.143,202,395,-2.1,0.2,2.4,4.7,66,448,14.73,115,460,75.0,7,11,20.1,20.4,2281,8.9,2673,0.852,0,NO,,,,
1993,24.0,San Jose Sharks,84,11,71,2.0,24,0.143,218,414,-2.29,0.05,2.6,4.93,66,409,16.14,113,483,76.6,13,15,25.3,21.9,2384,9.1,3080,0.866,1,NO,,,,
1993,,League Average,84,38,38,8.0,84,0.5,305,305,,,,,87,443,19.57,87,443,80.43,13,13,22.5,22.5,2603,11.7,2603,0.883,3,NO,,,,
1994,1.0,New York Rangers,84,52,24,8.0,112,0.667,299,231,0.81,0.0,3.56,2.75,96,417,23.02,67,435,84.6,20,5,19.9,18.6,2871,10.4,2328,0.901,7,YES,,,,
1994,2.0,New Jersey Devils,84,47,25,12.0,106,0.631,306,220,1.01,-0.02,3.64,2.62,61,333,18.32,71,376,81.12,10,8,20.5,20.0,2657,11.5,2437,0.91,5,YES,,,,
1994,3.0,Pittsburgh Penguins,84,44,27,13.0,101,0.601,299,285,0.17,0.0,3.56,3.39,76,404,18.81,72,401,82.04,6,11,19.1,17.8,2731,10.9,2676,0.893,3,YES,,,,
1994,4.0,Detroit Red Wings,84,46,30,8.0,100,0.595,356,275,0.89,-0.08,4.24,3.27,85,408,20.83,73,383,80.94,22,14,20.9,21.8,2990,11.9,2303,0.881,4,YES,,,,
1994,5.0,Toronto Maple Leafs,84,43,29,12.0,98,0.583,280,243,0.41,-0.03,3.33,2.89,88,459,19.17,74,409,81.91,8,9,22.3,24.4,2530,11.1,2554,0.905,3,YES,,,,
1994,6.0,Calgary Flames,84,42,29,13.0,97,0.577,302,256,0.48,-0.07,3.6,3.05,87,410,21.22,90,465,80.65,16,9,21.8,20.8,2640,11.4,2311,0.889,5,YES,,,,
1994,7.0,Boston Bruins,84,42,29,13.0,97,0.577,289,252,0.41,-0.03,3.44,3.0,84,387,21.71,58,378,84.66,17,9,17.0,18.5,2980,9.7,2113,0.881,5,YES,,,,
1994,8.0,Dallas Stars,84,42,29,13.0,97,0.577,286,265,0.2,-0.05,3.4,3.15,81,440,18.41,68,428,84.11,8,16,22.6,23.8,2558,11.2,2589,0.898,5,YES,,,,
1994,9.0,Montreal Canadiens,84,41,29,14.0,96,0.571,283,248,0.39,-0.03,3.37,2.95,78,388,20.1,68,390,82.56,8,10,18.0,20.0,2621,10.8,2532,0.902,7,YES,,,,
1994,10.0,Buffalo Sabres,84,43,32,9.0,95,0.565,282,218,0.72,-0.04,3.36,2.6,96,424,22.64,58,380,84.74,21,8,20.8,21.0,2369,11.9,2462,0.911,9,YES,,,,
1994,11.0,St. Louis Blues,84,40,33,11.0,91,0.542,270,283,-0.16,0.0,3.21,3.37,86,420,20.48,73,388,81.19,17,14,19.5,19.8,2570,10.5,2946,0.904,1,YES,,,,
1994,12.0,Washington Capitals,84,39,35,10.0,88,0.524,277,263,0.2,0.03,3.3,3.13,70,386,18.13,74,403,81.64,8,12,23.6,22.8,2606,10.6,2172,0.879,4,YES,,,,
1994,13.0,Chicago Blackhawks,84,39,36,9.0,87,0.518,254,240,0.15,-0.02,3.02,2.86,67,383,17.49,71,427,83.37,15,10,25.0,24.1,2545,10.0,2458,0.902,7,YES,,,,
1994,14.0,Vancouver Canucks,84,41,40,3.0,85,0.506,279,276,0.01,-0.03,3.32,3.29,83,441,18.82,84,458,81.66,14,11,22.7,21.1,2625,10.6,2285,0.879,3,YES,,,,
1994,15.0,New York Islanders,84,36,36,12.0,84,0.5,282,264,0.25,0.03,3.36,3.14,74,369,20.05,79,417,81.06,15,9,21.2,20.5,2511,11.2,2561,0.897,5,YES,,,,
1994,16.0,Florida Panthers,84,33,34,17.0,83,0.494,233,233,0.02,0.02,2.77,2.77,65,409,15.89,69,396,82.58,8,15,19.2,18.7,2291,10.2,2808,0.917,2,NO,,,,
1994,17.0,San Jose Sharks,84,33,35,16.0,82,0.488,252,265,-0.17,-0.02,3.0,3.15,68,424,16.04,77,360,78.61,6,13,15.7,18.0,2101,12.0,2389,0.889,3,YES,,,,
1994,18.0,Philadelphia Flyers,84,35,39,10.0,80,0.476,294,314,-0.19,0.05,3.5,3.74,80,385,20.78,80,414,80.68,9,14,19.9,18.7,2409,12.2,2663,0.882,3,NO,,,,
1994,19.0,Quebec Nordiques,84,34,42,8.0,76,0.452,277,292,-0.16,0.02,3.3,3.48,67,430,15.58,87,426,79.58,10,18,19.1,19.6,2405,11.5,2572,0.886,2,NO,,,,
1994,20.0,Mighty Ducks of Anaheim,84,33,46,5.0,71,0.423,229,251,-0.27,-0.01,2.73,2.99,54,376,14.36,67,388,82.73,9,13,17.7,17.8,2402,9.5,2616,0.904,3,NO,,,,
1994,21.0,Tampa Bay Lightning,84,30,43,11.0,71,0.423,224,251,-0.26,0.06,2.67,2.99,57,388,14.69,58,335,82.69,7,20,18.7,19.6,2503,8.9,2296,0.891,5,NO,,,,
1994,22.0,Los Angeles Kings,84,27,45,12.0,66,0.393,294,322,-0.34,-0.01,3.5,3.83,92,444,20.72,90,462,80.52,19,8,23.8,22.8,2769,10.6,3046,0.894,2,NO,,,,
1994,23.0,Edmonton Oilers,84,25,45,14.0,64,0.381,261,305,-0.52,0.0,3.11,3.63,74,402,18.41,78,401,80.55,2,9,22.0,21.7,2549,10.2,2891,0.895,1,NO,,,,
1994,24.0,Hartford Whalers,84,27,48,9.0,63,0.375,227,288,-0.68,0.04,2.7,3.43,61,408,14.95,88,416,78.85,8,9,21.3,22.0,2319,9.8,2588,0.889,3,NO,,,,
1994,25.0,Winnipeg Jets,84,24,51,9.0,57,0.339,245,344,-1.13,0.05,2.92,4.1,82,423,19.39,91,445,79.55,13,17,25.4,23.4,2470,9.9,2798,0.877,2,NO,,,,
1994,26.0,Ottawa Senators,84,14,61,9.0,37,0.22,201,397,-2.22,0.12,2.39,4.73,63,435,14.48,110,412,73.3,9,14,20.1,20.5,2148,9.4,2776,0.857,0,NO,,,,
1994,,League Average,84,37,37,11.0,84,0.5,272,272,,,,,76,407,18.64,76,407,81.36,12,12,20.7,20.7,2545,10.7,2545,0.893,4,NO,,,,
1995,1.0,Detroit Red Wings,48,33,11,4.0,70,0.729,180,117,1.24,-0.08,3.75,2.44,52,215,24.19,28,206,86.41,5,7,19.2,19.9,1571,11.5,1206,0.903,2,YES,,,,
1995,2.0,Quebec Nordiques,48,30,13,5.0,65,0.677,185,134,1.01,-0.06,3.85,2.79,45,186,24.19,38,203,81.28,9,3,16.0,15.4,1448,12.8,1455,0.908,3,YES,,,,
1995,3.0,St. Louis Blues,48,28,15,5.0,61,0.635,178,135,0.84,-0.06,3.71,2.81,36,220,16.36,46,233,80.26,7,2,22.1,21.4,1411,12.6,1356,0.9,1,YES,,,,
1995,4.0,Pittsburgh Penguins,48,29,16,3.0,61,0.635,181,158,0.44,-0.04,3.77,3.29,42,221,19.0,46,229,79.91,8,4,21.4,21.0,1400,12.9,1578,0.9,0,YES,,,,
1995,5.0,Philadelphia Flyers,48,28,16,4.0,60,0.625,150,132,0.36,-0.01,3.13,2.75,40,204,19.61,37,193,80.83,2,9,15.3,17.7,1314,11.4,1289,0.898,2,YES,,,,
1995,6.0,Boston Bruins,48,27,18,3.0,57,0.594,150,127,0.46,-0.02,3.13,2.65,46,211,21.8,24,183,86.89,3,4,16.4,18.9,1651,9.1,1168,0.891,4,YES,,,,
1995,7.0,Calgary Flames,48,24,17,7.0,55,0.573,163,135,0.49,-0.09,3.4,2.81,39,211,18.48,37,249,85.14,7,3,25.6,24.6,1451,11.2,1408,0.904,3,YES,,,,
1995,8.0,Chicago Blackhawks,48,24,19,5.0,53,0.552,156,115,0.8,-0.05,3.25,2.4,52,212,24.53,36,228,84.21,7,3,23.2,21.6,1443,10.8,1195,0.904,5,YES,,,,
1995,9.0,Washington Capitals,48,22,18,8.0,52,0.542,136,120,0.33,-0.01,2.83,2.5,45,226,19.91,34,220,84.55,13,2,23.5,21.1,1386,9.8,1192,0.899,4,YES,,,,
1995,10.0,New Jersey Devils,48,22,18,8.0,52,0.542,136,121,0.3,-0.01,2.83,2.52,22,164,13.41,28,149,81.21,3,3,16.1,17.1,1444,9.4,1218,0.901,3,YES,,,,
1995,11.0,Buffalo Sabres,48,22,19,7.0,51,0.531,130,119,0.2,-0.03,2.71,2.48,45,242,18.6,32,220,85.45,13,7,21.2,22.5,1276,10.2,1458,0.918,5,YES,,,,
1995,12.0,Toronto Maple Leafs,48,21,19,8.0,50,0.521,135,146,-0.19,0.04,2.81,3.04,37,218,16.97,28,185,84.86,5,5,15.3,18.8,1520,8.9,1532,0.905,0,YES,,,,
1995,13.0,Vancouver Canucks,48,18,18,12.0,48,0.5,153,148,0.06,-0.04,3.19,3.08,47,238,19.75,39,236,83.47,7,10,22.6,23.6,1579,9.7,1421,0.896,1,YES,,,,
1995,14.0,New York Rangers,48,22,23,3.0,47,0.49,139,134,0.1,-0.01,2.9,2.79,40,200,20.0,34,211,83.89,5,3,16.2,16.1,1529,9.1,1263,0.894,3,YES,,,,
