YEAR,Rk,TEAM,GP,W,L,T,PTS,PTS%,GF,GA,SRS,SOS,GF/G,GA/G,PP,PPO,PP%,PPA,PPOA,PK%,SH,SHA,PIM/G,oPIM/G,S,S%,SA,SV%,SO,PO,AvAge,OL,SOW,SOL
2004,14.0,St. Louis Blues,82,39,30,11.0,91,0.555,191,198,-0.09,-0.01,2.33,2.41,61,341,17.89,57,369,84.55,7,11,15.2,13.9,2223,8.6,2103,0.906,4,YES,30.0,2.0,,
2004,15.0,Nashville Predators,82,38,29,11.0,91,0.555,216,217,-0.05,-0.04,2.63,2.65,72,428,16.82,64,351,81.77,14,8,16.3,19.4,2227,9.7,2335,0.907,4,YES,26.5,4.0,,
2004,16.0,New York Islanders,82,38,29,11.0,91,0.555,237,210,0.29,-0.04,2.89,2.56,54,325,16.62,52,359,85.52,11,5,14.0,13.1,2341,10.1,2244,0.906,6,YES,27.7,4.0,,
2004,17.0,Edmonton Oilers,82,36,29,12.0,89,0.543,221,208,0.21,0.05,2.7,2.54,44,338,13.02,66,350,81.14,13,8,14.6,14.5,2332,9.5,2175,0.904,4,NO,27.5,5.0,,
2004,18.0,Buffalo Sabres,82,37,34,7.0,85,0.518,220,221,0.02,0.04,2.68,2.7,58,367,15.8,53,348,84.77,7,9,15.4,17.2,2301,9.6,2340,0.906,4,NO,26.4,4.0,,
2004,19.0,Minnesota Wild,82,30,29,20.0,83,0.506,188,183,0.08,0.02,2.29,2.23,46,339,13.57,44,285,84.56,7,7,12.1,14.3,1982,9.5,2383,0.923,7,NO,27.4,3.0,,
2004,20.0,Los Angeles Kings,82,28,29,16.0,81,0.494,205,217,-0.15,0.0,2.5,2.65,50,356,14.04,65,336,80.65,9,4,14.1,14.0,2349,8.7,2213,0.902,8,NO,28.7,9.0,,
2004,21.0,Atlanta Thrashers,82,33,37,8.0,78,0.476,214,243,-0.38,-0.03,2.61,2.96,60,410,14.63,58,391,85.17,11,7,18.0,17.3,2141,10.0,2411,0.899,4,NO,27.1,4.0,,
2004,22.0,Carolina Hurricanes,82,28,34,14.0,76,0.463,172,209,-0.46,-0.01,2.1,2.55,41,384,10.68,66,359,81.62,9,9,13.2,15.0,2394,7.2,2150,0.903,6,NO,28.4,6.0,,
2004,23.0,Mighty Ducks of Anaheim,82,29,35,10.0,76,0.463,184,213,-0.34,0.01,2.24,2.6,56,310,18.06,54,353,84.7,5,4,13.6,12.7,2438,7.5,2443,0.913,5,NO,27.7,8.0,,
2004,24.0,Florida Panthers,82,28,35,15.0,75,0.457,188,221,-0.42,-0.02,2.29,2.7,52,310,16.77,51,373,86.33,7,12,14.4,12.4,2273,8.3,2828,0.922,7,NO,25.3,4.0,,
2004,25.0,New York Rangers,82,27,40,7.0,69,0.421,206,250,-0.51,0.03,2.51,3.05,46,322,14.29,80,388,79.38,6,8,17.4,15.6,2416,8.5,2396,0.896,4,NO,30.2,8.0,,
2004,26.0,Phoenix Coyotes,82,22,36,18.0,68,0.415,188,245,-0.66,0.04,2.29,2.99,51,358,14.25,71,398,82.16,9,8,15.6,14.5,2171,8.7,2506,0.902,6,NO,26.7,6.0,,
2004,27.0,Columbus Blue Jackets,82,25,45,8.0,62,0.378,177,238,-0.72,0.03,2.16,2.9,58,401,14.46,50,337,85.16,5,14,14.5,16.0,2280,7.8,2623,0.909,5,NO,27.5,4.0,,
2004,28.0,Chicago Blackhawks,82,20,43,11.0,59,0.36,188,259,-0.84,0.02,2.29,3.16,55,349,15.76,63,383,83.55,5,14,15.9,15.7,2401,7.8,2521,0.897,4,NO,25.8,8.0,,
2004,29.0,Washington Capitals,82,23,46,10.0,59,0.36,186,253,-0.8,0.02,2.27,3.09,64,334,19.16,75,401,81.3,4,5,15.5,14.1,1946,9.6,2586,0.902,3,NO,28.0,3.0,,
2004,30.0,Pittsburgh Penguins,82,23,47,8.0,58,0.354,190,303,-1.31,0.07,2.32,3.7,65,360,18.06,84,369,77.24,7,15,15.1,15.0,2029,9.4,2720,0.889,3,NO,26.5,4.0,,
2004,,League Average,82,35,31,11.0,87,0.529,211,211,,,,,57,348,16.46,57,348,83.54,8,8,14.6,14.6,2300,9.2,2300,0.908,6,NO,28.0,5.0,,
2006,1.0,Detroit Red Wings,82,58,16,,124,0.756,301,206,1.03,-0.14,3.67,2.51,102,461,22.13,67,461,85.47,7,10,13.4,13.0,2796,10.8,2180,0.906,9,YES,32.1,8.0,4.0,3.0
2006,2.0,Ottawa Senators,82,52,21,,113,0.689,312,205,1.18,-0.08,3.8,2.5,102,490,20.82,73,476,84.66,25,11,17.6,17.7,2811,11.1,2344,0.913,8,YES,27.3,9.0,2.0,6.0
2006,3.0,Carolina Hurricanes,82,52,22,,112,0.683,286,258,0.29,-0.13,3.49,3.15,95,531,17.89,81,445,81.8,17,13,13.5,16.2,2553,11.2,2497,0.897,4,YES,29.2,8.0,8.0,2.0
2006,4.0,Dallas Stars,82,53,23,,112,0.683,253,217,0.61,0.04,3.09,2.65,88,498,17.67,82,504,83.73,10,7,18.1,17.0,2333,10.8,2099,0.897,3,YES,29.7,6.0,12.0,1.0
2006,5.0,Buffalo Sabres,82,52,24,,110,0.671,276,234,0.5,-0.01,3.37,2.85,101,477,21.17,59,439,86.56,10,17,14.0,15.2,2510,11.0,2502,0.906,2,YES,26.9,6.0,5.0,5.0
2006,6.0,Nashville Predators,82,49,25,,106,0.646,253,224,0.32,-0.07,3.09,2.73,94,512,18.36,82,533,84.62,12,13,18.5,18.0,2380,10.6,2661,0.916,6,YES,27.6,8.0,6.0,3.0
2006,7.0,Calgary Flames,82,46,25,,103,0.628,216,193,0.3,0.08,2.63,2.35,87,478,18.2,80,508,84.25,8,7,17.9,16.5,2299,9.4,2260,0.915,10,YES,28.0,11.0,2.0,7.0
2006,8.0,Philadelphia Flyers,82,45,26,,101,0.616,263,253,0.0,-0.1,3.21,3.09,80,444,18.02,97,465,79.14,19,6,14.5,14.0,2552,10.3,2370,0.893,3,YES,28.2,11.0,4.0,6.0
2006,9.0,New Jersey Devils,82,46,27,,101,0.616,233,225,0.05,-0.11,2.84,2.74,78,441,17.69,63,349,81.95,3,6,11.5,14.2,2393,9.7,2403,0.906,5,YES,30.0,9.0,9.0,4.0
2006,10.0,New York Rangers,82,44,26,,100,0.61,250,211,0.38,-0.14,3.05,2.57,83,442,18.78,79,486,83.74,4,9,14.4,13.6,2448,10.2,2358,0.911,2,YES,28.2,12.0,7.0,4.0
2006,11.0,San Jose Sharks,82,44,27,,99,0.604,265,235,0.36,0.06,3.23,2.87,91,500,18.2,77,399,80.7,10,11,12.7,14.9,2483,10.7,2180,0.892,5,YES,26.5,11.0,1.0,7.0
2006,12.0,Mighty Ducks of Anaheim,82,43,27,,98,0.598,251,222,0.37,0.06,3.06,2.71,87,480,18.13,84,510,83.53,9,13,17.3,16.9,2585,9.7,2431,0.909,3,YES,28.2,12.0,3.0,7.0
2006,13.0,Colorado Avalanche,82,43,30,,95,0.579,280,251,0.39,0.07,3.41,3.06,89,473,18.82,69,448,84.6,11,12,14.0,15.4,2464,11.4,2415,0.896,5,YES,29.6,9.0,3.0,6.0
2006,14.0,Edmonton Oilers,82,41,28,,95,0.579,249,242,0.15,0.09,3.04,2.95,88,485,18.14,76,478,84.1,15,5,14.4,15.3,2442,10.2,2094,0.884,2,YES,28.7,13.0,7.0,9.0
2006,15.0,Montreal Canadiens,82,42,31,,93,0.567,241,244,-0.01,0.04,2.94,2.98,89,463,19.22,91,481,81.08,10,6,16.0,15.0,2470,9.8,2507,0.903,8,YES,27.9,9.0,2.0,3.0
2006,16.0,Tampa Bay Lightning,82,43,33,,92,0.561,246,256,-0.18,-0.08,3.0,3.12,81,485,16.7,72,391,81.59,11,11,11.4,13.7,2594,9.5,2260,0.887,7,YES,29.3,6.0,6.0,4.0
2006,17.0,Vancouver Canucks,82,42,32,,92,0.561,252,251,0.11,0.1,3.07,3.06,96,526,18.25,93,512,81.84,6,10,17.8,17.8,2358,10.7,2466,0.898,0,NO,27.9,8.0,4.0,4.0
2006,18.0,Atlanta Thrashers,82,41,33,,90,0.549,276,270,-0.03,-0.1,3.37,3.29,100,527,18.98,102,492,79.27,13,10,16.1,17.4,2522,10.9,2483,0.891,6,NO,28.9,8.0,5.0,5.0
2006,19.0,Toronto Maple Leafs,82,41,33,,90,0.549,254,263,-0.11,0.05,3.1,3.21,107,501,21.36,99,496,80.04,14,12,16.8,16.9,2323,10.9,2509,0.895,3,NO,29.4,8.0,3.0,7.0
2006,20.0,Los Angeles Kings,82,42,35,,89,0.543,243,269,-0.15,0.11,2.96,3.28,77,541,14.23,104,489,78.73,15,12,17.6,20.4,2394,10.2,2459,0.891,5,NO,28.6,5.0,6.0,1.0
2006,21.0,Florida Panthers,82,37,34,,85,0.518,236,252,-0.28,-0.07,2.88,3.07,63,411,15.33,91,514,82.3,5,12,15.3,13.0,2724,8.7,2853,0.912,4,NO,27.6,11.0,4.0,5.0
2006,22.0,Minnesota Wild,82,38,36,,84,0.512,226,212,0.28,0.08,2.76,2.59,77,454,16.96,55,436,87.39,11,7,14.5,15.4,2194,10.3,2460,0.914,3,NO,27.7,8.0,5.0,3.0
2006,23.0,Phoenix Coyotes,82,38,39,,81,0.494,242,268,-0.19,0.12,2.95,3.27,96,541,17.74,98,513,80.9,9,11,18.2,18.0,2318,10.4,2479,0.892,4,NO,28.4,5.0,4.0,3.0
2006,24.0,New York Islanders,82,36,40,,78,0.476,221,275,-0.62,-0.04,2.7,3.35,76,450,16.89,99,476,79.2,5,15,15.2,14.0,2481,8.9,2549,0.892,1,NO,27.7,6.0,9.0,3.0
2006,25.0,Boston Bruins,82,29,37,,74,0.451,228,258,-0.36,0.08,2.78,3.15,62,418,14.83,78,479,83.72,9,10,14.2,12.8,2511,9.1,2633,0.902,2,NO,28.0,16.0,2.0,8.0
2006,26.0,Columbus Blue Jackets,82,35,43,,74,0.451,215,276,-0.66,0.02,2.62,3.37,64,451,14.19,95,523,81.84,10,8,17.0,15.4,2250,9.6,2762,0.9,1,NO,27.4,4.0,8.0,3.0
2006,27.0,Washington Capitals,82,29,41,,70,0.427,230,300,-0.86,-0.02,2.8,3.66,72,490,14.69,116,550,78.91,15,18,18.0,16.3,2445,9.4,2880,0.896,1,NO,27.6,12.0,7.0,6.0
2006,28.0,Chicago Blackhawks,82,26,43,,65,0.396,209,279,-0.86,0.04,2.55,3.4,51,417,12.23,88,547,83.91,6,12,18.5,15.2,2480,8.4,2417,0.885,2,NO,26.8,13.0,2.0,6.0
2006,29.0,Pittsburgh Penguins,82,22,46,,58,0.354,243,310,-0.89,-0.01,2.96,3.78,94,495,18.99,113,533,78.8,13,16,18.8,16.7,2297,10.6,2723,0.886,2,NO,26.8,14.0,1.0,6.0
2006,30.0,St. Louis Blues,82,21,46,,57,0.348,193,284,-1.09,0.07,2.35,3.46,75,512,14.65,82,461,82.21,6,8,16.5,17.5,2335,8.3,2510,0.887,3,NO,29.0,15.0,4.0,8.0
2006,,League Average,82,41,32,,91,0.557,248,248,,,,,85,480,17.68,85,480,82.32,11,11,15.8,15.8,2458,10.1,2458,0.899,4,NO,28.3,9.0,,
2007,1.0,Buffalo Sabres,82,53,22,,113,0.689,298,238,0.64,-0.16,3.63,2.9,71,407,17.44,72,386,81.35,8,13,14.6,15.2,2417,12.3,2541,0.906,2,YES,27.2,7.0,10.0,4.0
2007,2.0,Detroit Red Wings,82,50,19,,113,0.689,252,191,0.72,0.05,3.07,2.33,68,401,16.96,63,408,84.56,12,11,12.0,12.4,2771,9.1,2020,0.905,8,YES,32.3,13.0,2.0,8.0
2007,3.0,Nashville Predators,82,51,23,,110,0.671,266,207,0.78,0.05,3.24,2.52,71,408,17.4,55,390,85.9,8,2,14.4,15.7,2261,11.8,2561,0.919,11,YES,27.4,8.0,6.0,5.0
2007,4.0,Anaheim Ducks,82,48,20,,110,0.671,254,198,0.67,0.06,3.1,2.41,89,398,22.36,61,410,85.12,4,4,17.8,17.8,2582,9.8,2248,0.912,5,YES,28.5,14.0,4.0,10.0
2007,5.0,New Jersey Devils,82,49,24,,107,0.652,206,193,0.03,-0.15,2.51,2.35,65,367,17.71,40,271,85.24,4,11,10.1,12.3,2354,8.8,2332,0.917,12,YES,29.4,9.0,10.0,8.0
2007,6.0,San Jose Sharks,82,51,26,,107,0.652,256,197,0.77,0.05,3.12,2.4,92,410,22.44,55,330,83.33,7,4,11.6,14.2,2346,10.9,2148,0.908,11,YES,26.4,5.0,2.0,2.0
2007,7.0,Dallas Stars,82,50,25,,107,0.652,217,195,0.44,0.08,2.65,2.38,79,427,18.5,59,377,84.35,3,6,13.8,14.9,2295,9.5,2114,0.908,9,YES,30.0,7.0,9.0,4.0
2007,8.0,Vancouver Canucks,82,49,26,,105,0.64,217,197,0.39,0.13,2.65,2.4,70,407,17.2,57,436,86.93,5,8,14.7,14.2,2405,9.0,2398,0.918,5,YES,28.0,7.0,5.0,4.0
2007,9.0,Ottawa Senators,82,48,25,,105,0.64,286,216,0.64,-0.16,3.49,2.63,72,403,17.87,61,394,84.52,17,12,14.2,14.6,2651,10.8,2479,0.913,6,YES,26.6,9.0,2.0,6.0
2007,10.0,Pittsburgh Penguins,82,47,24,,105,0.64,267,240,0.21,-0.17,3.26,2.93,94,463,20.3,75,419,82.1,14,13,15.2,16.9,2366,11.3,2529,0.905,6,YES,26.0,11.0,10.0,6.0
2007,11.0,Minnesota Wild,82,48,26,,104,0.634,225,184,0.65,0.11,2.74,2.24,72,380,18.95,48,342,85.96,9,8,10.5,11.6,2431,9.3,2361,0.922,8,YES,28.2,8.0,10.0,7.0
2007,12.0,Atlanta Thrashers,82,43,28,,97,0.591,239,241,-0.15,-0.16,2.91,2.94,67,407,16.46,79,391,79.8,9,10,13.4,14.0,2438,9.8,2582,0.907,4,YES,29.4,11.0,7.0,4.0
2007,13.0,Calgary Flames,82,43,29,,96,0.585,255,221,0.51,0.12,3.11,2.7,73,401,18.2,81,414,80.43,15,5,14.7,14.3,2242,11.4,2502,0.912,7,YES,28.4,10.0,3.0,5.0
2007,14.0,Colorado Avalanche,82,44,31,,95,0.579,267,247,0.39,0.13,3.26,3.01,79,374,21.12,70,353,80.17,7,9,10.8,11.6,2603,10.3,2378,0.896,3,NO,28.4,7.0,5.0,4.0
2007,15.0,New York Rangers,82,42,30,,94,0.573,233,211,0.16,-0.16,2.84,2.57,75,406,18.47,65,400,83.75,11,6,13.5,14.3,2586,9.0,2329,0.909,5,YES,28.6,10.0,9.0,5.0
2007,16.0,Tampa Bay Lightning,82,44,33,,93,0.567,243,259,-0.25,-0.15,2.96,3.16,69,374,18.45,66,305,78.36,14,11,10.9,12.9,2418,10.0,2234,0.884,2,YES,28.2,5.0,10.0,2.0
2007,17.0,New York Islanders,82,40,30,,92,0.561,240,235,-0.04,-0.14,2.93,2.87,63,348,18.1,79,433,81.76,7,9,12.9,11.1,2457,9.8,2671,0.912,5,YES,29.7,12.0,8.0,5.0
2007,18.0,Toronto Maple Leafs,82,40,31,,91,0.555,254,262,-0.21,-0.08,3.1,3.2,71,401,17.71,90,418,78.47,3,11,13.9,13.2,2681,9.5,2330,0.888,2,NO,27.8,11.0,4.0,7.0
2007,19.0,Montreal Canadiens,82,42,34,,90,0.549,239,251,-0.21,-0.08,2.91,3.06,86,378,22.75,69,419,83.53,17,6,13.8,13.1,2426,9.9,2685,0.907,4,NO,28.0,6.0,6.0,5.0
2007,20.0,Carolina Hurricanes,82,40,34,,88,0.537,241,248,-0.29,-0.15,2.94,3.02,67,447,14.99,61,395,84.56,12,8,12.5,14.1,2559,9.4,2336,0.894,2,NO,28.2,8.0,0.0,5.0
2007,21.0,Florida Panthers,82,35,31,,86,0.524,245,249,-0.27,-0.15,2.99,3.04,61,337,18.1,78,443,82.39,5,6,14.4,11.4,2730,9.0,2402,0.896,2,NO,29.1,16.0,2.0,8.0
2007,22.0,St. Louis Blues,82,34,35,,81,0.494,208,248,-0.33,0.15,2.54,3.02,46,381,12.07,83,414,79.95,7,10,14.9,13.4,2202,9.4,2369,0.895,6,NO,28.9,13.0,6.0,6.0
2007,23.0,Boston Bruins,82,35,41,,76,0.463,210,285,-0.87,-0.01,2.56,3.48,71,412,17.23,81,442,81.67,8,18,15.3,14.5,2370,8.9,2748,0.896,3,NO,27.8,6.0,9.0,4.0
2007,24.0,Columbus Blue Jackets,82,33,42,,73,0.445,196,244,-0.42,0.16,2.39,2.98,65,438,14.84,85,453,81.24,6,10,16.5,16.0,2273,8.6,2345,0.896,4,NO,27.8,7.0,5.0,5.0
2007,25.0,Edmonton Oilers,82,32,43,,71,0.433,192,245,-0.43,0.22,2.34,2.99,53,373,14.21,59,382,84.55,6,4,15.7,14.6,2193,8.8,2439,0.9,4,NO,28.2,7.0,3.0,3.0
2007,26.0,Chicago Blackhawks,82,31,42,,71,0.433,195,251,-0.52,0.17,2.38,3.06,43,364,11.81,77,443,82.62,12,6,16.2,13.7,2201,8.9,2408,0.896,3,NO,27.5,9.0,6.0,7.0
2007,27.0,Washington Capitals,82,28,40,,70,0.427,234,275,-0.73,-0.1,2.85,3.35,67,408,16.42,82,414,80.19,12,14,15.0,15.1,2295,10.2,2734,0.899,1,NO,26.9,14.0,1.0,11.0
2007,28.0,Los Angeles Kings,82,27,41,,68,0.415,223,277,-0.51,0.18,2.72,3.38,81,442,18.33,91,411,77.86,6,6,15.1,16.2,2542,8.8,2440,0.886,3,NO,29.2,14.0,4.0,6.0
2007,29.0,Phoenix Coyotes,82,31,46,,67,0.409,211,282,-0.64,0.19,2.57,3.44,66,400,16.5,92,425,78.35,5,13,17.6,15.3,2320,9.1,2470,0.886,6,NO,28.8,5.0,5.0,2.0
2007,30.0,Philadelphia Flyers,82,22,48,,56,0.341,213,297,-1.12,-0.04,2.6,3.62,53,376,14.1,65,420,84.52,15,14,15.9,13.6,2360,9.0,2673,0.889,1,NO,27.3,12.0,1.0,6.0
2007,,League Average,82,41,32,,91,0.557,236,236,,,,,70,398,17.58,70,398,82.42,9,9,14.1,14.1,2426,9.7,2427,0.903,5,NO,28.3,9.0,,
2008,1.0,Detroit Red Wings,82,54,21,,115,0.701,252,179,0.93,0.04,3.07,2.18,81,391,20.72,57,357,84.03,5,7,11.4,12.7,2820,8.9,1930,0.907,9,YES,32.1,7.0,5.0,5.0
2008,2.0,San Jose Sharks,82,49,23,,108,0.659,216,187,0.47,0.12,2.63,2.28,70,374,18.72,44,310,85.81,7,9,13.1,15.7,2428,8.9,1981,0.906,7,YES,27.7,10.0,6.0,6.0
2008,3.0,Montreal Canadiens,82,47,25,,104,0.634,257,216,0.35,-0.14,3.13,2.63,90,374,24.06,60,342,82.46,8,3,13.3,14.1,2382,10.8,2589,0.917,6,YES,27.6,10.0,5.0,6.0
2008,4.0,Anaheim Ducks,82,47,27,,102,0.622,197,184,0.3,0.13,2.4,2.24,60,361,16.62,69,408,83.09,8,7,18.1,16.9,2241,8.8,2299,0.92,4,YES,29.7,8.0,8.0,7.0
2008,5.0,Pittsburgh Penguins,82,47,27,,102,0.622,240,212,0.24,-0.14,2.93,2.59,77,378,20.37,68,357,80.95,6,10,14.4,15.1,2268,10.6,2523,0.916,8,YES,26.9,8.0,7.0,4.0
2008,6.0,New Jersey Devils,82,46,29,,99,0.604,198,193,0.0,-0.11,2.41,2.35,50,320,15.63,54,314,82.8,6,7,11.9,12.0,2362,8.4,2257,0.914,4,YES,29.2,7.0,8.0,4.0
2008,7.0,Minnesota Wild,82,44,28,,98,0.598,220,210,0.16,0.1,2.68,2.56,64,338,18.93,49,330,85.15,3,10,13.4,14.1,2218,9.9,2469,0.915,5,YES,27.7,10.0,3.0,8.0
2008,8.0,New York Rangers,82,42,27,,97,0.591,205,190,0.05,-0.12,2.5,2.32,61,370,16.49,53,343,84.55,4,6,14.1,14.3,2579,7.9,2124,0.911,12,YES,27.4,13.0,8.0,9.0
2008,9.0,Dallas Stars,82,45,30,,97,0.591,237,204,0.54,0.11,2.89,2.49,64,354,18.08,51,354,85.59,13,8,14.3,14.6,2187,10.8,2137,0.905,5,YES,29.0,7.0,5.0,3.0
2008,10.0,Philadelphia Flyers,82,42,29,,95,0.579,245,227,0.06,-0.12,2.99,2.77,84,385,21.82,65,388,83.25,13,6,17.9,17.3,2358,10.4,2609,0.913,6,YES,28.1,11.0,3.0,6.0
2008,11.0,Colorado Avalanche,82,44,31,,95,0.579,224,216,0.24,0.09,2.73,2.63,49,335,14.63,56,301,81.4,2,5,12.1,12.9,2349,9.5,2237,0.903,3,YES,28.5,7.0,7.0,3.0
2008,12.0,Washington Capitals,82,43,31,,94,0.573,238,227,-0.06,-0.19,2.9,2.77,65,346,18.79,68,349,80.52,5,8,11.9,11.9,2538,9.4,2259,0.9,3,YES,27.3,8.0,4.0,4.0
2008,13.0,Ottawa Senators,82,43,31,,94,0.573,258,242,0.06,-0.11,3.15,2.95,60,328,18.29,72,380,81.05,18,6,14.3,13.3,2471,10.4,2456,0.901,3,YES,28.5,8.0,3.0,5.0
2008,14.0,Boston Bruins,82,41,29,,94,0.573,206,215,-0.2,-0.08,2.51,2.62,56,319,17.55,71,332,78.61,9,6,13.0,12.9,2339,8.8,2495,0.914,6,YES,28.1,12.0,6.0,7.0
2008,15.0,Calgary Flames,82,42,30,,94,0.573,226,224,0.13,0.1,2.76,2.73,59,352,16.76,72,389,81.49,9,8,16.4,15.3,2316,9.8,2335,0.904,2,YES,29.5,10.0,3.0,3.0
2008,16.0,Carolina Hurricanes,82,43,33,,92,0.561,250,246,-0.15,-0.18,3.05,3.0,79,420,18.81,75,355,78.87,4,13,14.4,16.6,2669,9.4,2368,0.896,4,NO,29.3,6.0,2.0,3.0
2008,17.0,Nashville Predators,82,41,32,,91,0.555,227,224,0.13,0.12,2.77,2.73,53,358,14.8,49,335,85.37,7,10,12.5,13.4,2425,9.4,2440,0.908,10,YES,28.1,9.0,3.0,5.0
2008,18.0,Buffalo Sabres,82,39,31,,90,0.549,251,233,0.05,-0.11,3.06,2.84,66,366,18.03,56,333,83.18,9,8,12.2,13.5,2478,10.1,2326,0.9,5,NO,26.8,12.0,4.0,9.0
2008,19.0,Vancouver Canucks,82,39,33,,88,0.537,207,206,0.08,0.11,2.52,2.51,63,369,17.07,64,368,82.61,8,7,18.0,18.6,2252,9.2,2367,0.913,6,NO,28.1,10.0,6.0,9.0
2008,20.0,Edmonton Oilers,82,41,35,,88,0.537,220,247,-0.07,0.12,2.68,3.01,57,344,16.57,56,366,84.7,7,10,14.3,13.8,2156,10.2,2573,0.904,4,NO,27.1,6.0,15.0,4.0
2008,21.0,Chicago Blackhawks,82,40,34,,88,0.537,234,231,0.16,0.12,2.85,2.82,58,365,15.89,69,385,82.08,17,6,16.8,16.1,2298,10.2,2346,0.902,4,NO,26.8,8.0,5.0,4.0
2008,22.0,Florida Panthers,82,38,35,,85,0.518,211,220,-0.29,-0.17,2.57,2.68,60,313,19.17,66,374,82.35,4,3,12.5,11.8,2549,8.3,2752,0.92,6,NO,28.1,9.0,5.0,6.0
2008,23.0,Phoenix Coyotes,82,38,37,,83,0.506,209,225,-0.04,0.17,2.55,2.74,63,339,18.58,64,332,80.72,11,12,14.5,13.6,2500,8.4,2518,0.911,6,NO,26.5,7.0,5.0,6.0
2008,24.0,Toronto Maple Leafs,82,36,35,,83,0.506,228,256,-0.42,-0.06,2.78,3.12,61,343,17.78,77,352,78.13,4,10,13.3,12.4,2542,9.0,2402,0.893,4,NO,28.4,11.0,3.0,4.0
2008,25.0,Columbus Blue Jackets,82,34,36,,80,0.488,190,210,-0.16,0.15,2.32,2.56,53,356,14.89,63,378,83.33,8,5,16.2,15.2,2381,8.0,2249,0.907,11,NO,27.2,12.0,3.0,8.0
2008,26.0,New York Islanders,82,35,38,,79,0.482,189,240,-0.65,-0.05,2.3,2.93,48,330,14.55,68,375,81.87,10,15,12.7,11.7,2431,7.8,2488,0.904,3,NO,28.3,9.0,5.0,3.0
2008,27.0,St. Louis Blues,82,33,36,,79,0.482,202,232,-0.24,0.16,2.46,2.83,47,334,14.07,56,359,84.4,3,13,14.1,13.6,2141,9.4,2249,0.897,5,NO,28.4,13.0,3.0,5.0
2008,28.0,Atlanta Thrashers,82,34,40,,76,0.463,207,266,-0.8,-0.12,2.52,3.24,52,316,16.46,75,354,78.81,13,10,13.1,11.4,2115,9.8,2782,0.904,5,NO,29.3,8.0,9.0,6.0
2008,29.0,Tampa Bay Lightning,82,31,42,,71,0.433,221,266,-0.67,-0.13,2.7,3.24,57,296,19.26,56,312,82.05,7,7,12.7,11.0,2354,9.4,2311,0.885,3,NO,27.9,9.0,2.0,1.0
2008,30.0,Los Angeles Kings,82,32,43,,71,0.433,226,263,-0.24,0.19,2.76,3.21,64,367,17.44,68,309,77.99,11,4,11.6,12.7,2349,9.6,2625,0.9,3,NO,27.7,7.0,5.0,3.0
2008,,League Average,82,41,32,,91,0.555,223,223,,,,,62,351,17.75,62,351,82.25,8,8,14.0,14.0,2383,9.4,2383,0.906,5,NO,28.2,9.0,,
2009,1.0,San Jose Sharks,82,53,18,,117,0.713,251,199,0.61,-0.04,3.06,2.43,87,360,24.17,51,304,83.22,12,11,12.8,14.1,2720,9.2,2228,0.911,9,YES,28.7,11.0,6.0,5.0
2009,2.0,Boston Bruins,82,53,19,,116,0.707,270,190,0.89,-0.06,3.29,2.32,74,313,23.64,54,306,82.35,8,7,12.5,12.8,2482,10.9,2524,0.925,7,YES,28.4,10.0,4.0,6.0
2009,3.0,Detroit Red Wings,82,51,21,,112,0.683,289,240,0.62,0.0,3.52,2.93,90,353,25.5,71,327,78.29,6,4,10.0,10.9,2965,9.7,2274,0.894,8,YES,31.2,10.0,6.0,4.0
2009,4.0,Washington Capitals,82,50,24,,108,0.659,268,240,0.27,-0.06,3.27,2.93,85,337,25.22,75,387,80.62,7,11,12.7,11.4,2747,9.8,2418,0.901,2,YES,27.2,8.0,4.0,5.0
2009,5.0,New Jersey Devils,82,51,27,,106,0.646,238,207,0.38,-0.05,2.9,2.52,58,307,18.89,65,324,79.94,12,4,12.9,13.1,2698,8.8,2415,0.914,7,YES,30.3,4.0,6.0,2.0
2009,6.0,Chicago Blackhawks,82,46,24,,104,0.634,260,209,0.6,0.01,3.17,2.55,70,363,19.28,64,330,80.61,10,6,14.1,15.2,2683,9.7,2344,0.911,6,YES,25.9,12.0,4.0,7.0
2009,7.0,Vancouver Canucks,82,45,27,,100,0.61,243,213,0.3,-0.02,2.96,2.6,67,357,18.77,69,371,81.4,7,5,16.5,16.3,2335,10.4,2392,0.911,10,YES,27.9,10.0,3.0,7.0
2009,8.0,Pittsburgh Penguins,82,45,28,,99,0.604,258,233,0.28,-0.02,3.15,2.84,62,360,17.22,60,347,82.71,7,13,13.6,14.2,2381,10.8,2484,0.906,4,YES,26.6,9.0,6.0,6.0
2009,9.0,Philadelphia Flyers,82,44,27,,99,0.604,260,232,0.28,-0.04,3.17,2.83,71,316,22.47,67,393,82.95,16,1,17.5,14.8,2441,10.7,2668,0.913,3,YES,27.0,11.0,4.0,6.0
2009,10.0,Calgary Flames,82,46,30,,98,0.598,251,246,0.07,0.0,3.06,3.0,61,358,17.04,58,349,83.38,6,15,15.8,15.6,2643,9.5,2441,0.899,4,YES,28.9,6.0,3.0,2.0
2009,11.0,Carolina Hurricanes,82,45,30,,97,0.591,236,221,0.11,-0.05,2.88,2.7,70,374,18.72,59,301,80.4,8,9,9.8,12.5,2675,8.8,2419,0.909,6,YES,27.9,7.0,3.0,5.0
2009,12.0,New York Rangers,82,43,30,,95,0.579,200,212,-0.1,-0.01,2.44,2.59,48,346,13.87,40,329,87.84,9,14,14.6,14.9,2658,7.5,2433,0.913,4,YES,27.0,9.0,10.0,6.0
